I completely agree,AGREE_DIRECT
You are absolutely right,AGREE_DIRECT
I agree with you entirely,AGREE_DIRECT
I totally agree with you,AGREE_DIRECT
I could not agree more,AGREE_DIRECT
Exactly,AGREE_DIRECT
Absolutely,AGREE_DIRECT
You are right,AGREE_DIRECT
Me too,AGREE_DIRECT
I agree,AGREE_DIRECT
I see exactly what you mean,AGREE_DIRECT
That is exactly what I think,AGREE_DIRECT
There is no doubt about it,AGREE_DIRECT
I agree up to a point but,PARTIAL_AGREE_DIRECT
That is partly true but,PARTIAL_AGREE_DIRECT
That may be true but,PARTIAL_AGREE_DIRECT
I see your point but ,PARTIAL_AGREE_DIRECT
I guess so but,PARTIAL_AGREE_DIRECT
That seems obvious but,PARTIAL_AGREE_DIRECT
I am not so sure about that,PARTIAL_AGREE_DIRECT
I do not agree,DISAGREE_DIRECT
I do not agree with you,DISAGREE_DIRECT
I totally disagree,DISAGREE_DIRECT
I am sorry but I disagree,DISAGREE_DIRECT
Absolutely not,DISAGREE_DIRECT
I am afraid I can not agree with you,DISAGREE_DIRECT
That is not right,DISAGREE_DIRECT
That is not always true,DISAGREE_DIRECT
I do not think so,DISAGREE_DIRECT
No that is not true,DISAGREE_DIRECT
No way,DISAGREE_DIRECT
