No,NEGATE_DIRECT
Nah,NEGATE_DIRECT
Nope,NEGATE_DIRECT
Never,NEGATE_DIRECT
nay,NEGATE_DIRECT
nix,NEGATE_DIRECT
never,NEGATE_DIRECT
not,NEGATE_DIRECT
negation,NEGATE_DIRECT
oh,NEGATE_DIRECT
oh-oh,NEGATE_DIRECT
oops-a-daisy,NEGATE_DIRECT
sorry,NEGATE_DIRECT
uh-oh,NEGATE_DIRECT
negative,NEGATE_DIRECT
absolutely not,NEGATE_DIRECT
by no means,NEGATE_DIRECT
no way,NEGATE_DIRECT
not at all,NEGATE_DIRECT
not by any means,NEGATE_DIRECT
no can do,NEGATE_DIRECT
no longer,NEGATE_DIRECT
no man,NEGATE_DIRECT
none,NEGATE_DIRECT
hardly,NEGATE_DIRECT
I do not think so,NEGATE_DIRECT
under no circumstances,NEGATE_DIRECT
not,NEGATE_DIRECT
I think not,NEGATE_DIRECT
not in a million years,NEGATE_DIRECT
not ever,NEGATE_DIRECT
not on your life,NEGATE_DIRECT
forget it,NEGATE_DIRECT
do not hold your breath,NEGATE_DIRECT
are you kidding,NEGATE_DIRECT
are you serious,NEGATE_DIRECT
good grief,NEGATE_DIRECT
you have got to be kidding,NEGATE_DIRECT
unbelievable,NEGATE_DIRECT
no kidding,NEGATE_DIRECT
is that so,NEGATE_DIRECT
oh really,NEGATE_DIRECT
you do not say,NEGATE_DIRECT
is that a fact,NEGATE_DIRECT
