Excuse me for interrupting,INTERRUPT_DIRECT
Sorry for interrupting but,INTERRUPT_DIRECT
May I interrupt,INTERRUPT_DIRECT
May I say something,INTERRUPT_DIRECT
Can I say something,INTERRUPT_DIRECT
Can I stop you there,INTERRUPT_DIRECT
Just a moment,INTERRUPT_DIRECT
Could I just mention that,INTERRUPT_DIRECT
I do not mean to intrude,INTERRUPT_DIRECT
May I have a word,INTERRUPT_DIRECT
Excuse me,INTERRUPT_DIRECT
Do you mind if I interrupt,INTERRUPT_DIRECT
Sorry I did not catch that,INTERRUPT_DIRECT
Is it possible to repeat the last point,INTERRUPT_DIRECT
It is also important to add,INTERRUPT_DIRECT
If you do not mind me saying,INTERRUPT_DIRECT
I would like to add something,INTERRUPT_DIRECT
Sorry to butt in,INTERRUPT_DIRECT
May I just ask,INTERRUPT_DIRECT
Before we move on,INTERRUPT_DIRECT
May I add,INTERRUPT_DIRECT
Before you move on,INTERRUPT_DIRECT
I would like to say something,INTERRUPT_DIRECT
Do you mind if I jump in,INTERRUPT_DIRECT
If I could just come in,INTERRUPT_DIRECT
Can I cut in,INTERRUPT_DIRECT
Can I just add something,INTERRUPT_DIRECT
