Good job,COMPLIMENT_DIRECT
Well done,COMPLIMENT_DIRECT
Fantastic,COMPLIMENT_DIRECT
Perfect,COMPLIMENT_DIRECT
That is great,COMPLIMENT_DIRECT
Nice work,COMPLIMENT_DIRECT
Excellent,COMPLIMENT_DIRECT
That is really remarkable,COMPLIMENT_DIRECT
I like your,COMPLIMENT_DIRECT
What a beautiful,COMPLIMENT_DIRECT
What a nice,COMPLIMENT_DIRECT
I really must express my admiration for,COMPLIMENT_DIRECT
How kind of you to say so,COMPLIMENT_RESPONSE
It is nice of you to say so,COMPLIMENT_RESPONSE
It is very kind of you to say that,COMPLIMENT_RESPONSE
Thank you,COMPLIMENT_RESPONSE
Thanks a lot,COMPLIMENT_RESPONSE
I am glad you like it,COMPLIMENT_RESPONSE
It was nothing really,COMPLIMENT_RESPONSE
I am delighted to hear that,COMPLIMENT_RESPONSE
Thanks for your compliment,COMPLIMENT_RESPONSE
